DistrictId|PartnerId|TotalAmount|TranCount|NetMargin|MaxDateTran|MaxDateIndex|F2LOG|F1|F2|F3|Segment|CentroidID|F1LOG
1048608|8176237|12.77|2|-3.0895|20160425|116|2.547098670044448|0.315934065934066|0.13319490581771357|0.3091493477376265|LOWER RANGE CUSTOMERS|400|0.6931471805599453
1048608|3306261|1291.61|24|257.4932|20161213|348|7.1636447811892365|0.9532967032967034|0.6106936484613029|0.7152179298491901|MOST VALUED CUSTOMERS|100|3.1780538303479458
1048608|8315607|231.97|9|78.6355|20161106|311|5.446608052960179|0.8516483516483517|0.4222178620163244|0.5641884257828796|GOOD CUSTOMERS|200|2.1972245773362196
1048608|1067019|672.67|11|154.1753|20161022|296|6.511254867634554|0.8104395604395606|0.4607786686272152|0.6578341106902077|MOST VALUED CUSTOMERS|100|2.3978952727983707
1048608|7486552|239.81|3|60.3843|20160527|148|5.479846943141782|0.4038461538461539|0.2111089310081622|0.5671120983038627|LOWER RANGE CUSTOMERS|400|1.0986122886681098
1048608|8297754|88.98|2|30.6606|20160805|218|4.488411625377895|0.5961538461538463|0.13319490581771357|0.47990605204174136|AVERAGE CUSTOMERS|300|0.6931471805599453
1048608|5711371|37.03|3|7.3356|20161208|343|3.6117283949255214|0.9395604395604397|0.2111089310081622|0.4027935294371522|GOOD CUSTOMERS|200|1.0986122886681098
1048608|5926112|570.93|15|115.6432|20160921|265|6.347266610197045|0.7252747252747254|0.5203779249221875|0.643409803518264|MOST VALUED CUSTOMERS|100|2.70805020110221
1048608|6241497|840.57|22|235.9403|20161212|347|6.734080233140437|0.9505494505494506|0.5939735744449288|0.6774336940261203|MOST VALUED CUSTOMERS|100|3.091042453358316
1048608|6588240|89.97|2|1.3928|20161112|317|4.499476281429027|0.8681318681318682|0.13319490581771357|0.48087929244399547|GOOD CUSTOMERS|200|0.6931471805599453
1048608|5239942|79.49|2|8.4044|20160811|224|4.375631227585021|0.6126373626373627|0.13319490581771357|0.4699859569925068|AVERAGE CUSTOMERS|300|0.6931471805599453
1048608|8315667|208.39|5|49.5034|20160826|239|5.339411324082998|0.6538461538461539|0.3092689939140253|0.554759466848175|GOOD CUSTOMERS|200|1.6094379124341003
1048608|6806090|64.97|2|23.2936|20161219|354|4.17392562489244|0.9697802197802199|0.13319490581771357|0.4522440551209745|GOOD CUSTOMERS|200|0.6931471805599453
1048608|3385222|88.98|1|42.86|20160813|226|4.488411625377895|0.6181318681318682|0.0|0.47990605204174136|AVERAGE CUSTOMERS|300|0.0
1048608|5552210|463.81|15|54.7837|20161224|359|6.139474985606676|0.9835164835164836|0.5203779249221875|0.6251325788700852|MOST VALUED CUSTOMERS|100|2.70805020110221
1048608|3311511|60.84|2|8.4781|20160816|229|4.1082474673910925|0.6263736263736265|0.13319490581771357|0.4464670444185603|AVERAGE CUSTOMERS|300|0.6931471805599453
1048608|8513351|2.58|1|1.4617|20160811|224|0.9477893989335261|0.6126373626373627|0.0|0.16847507904352516|AVERAGE CUSTOMERS|300|0.0
1048608|6665203|49.48|1|19.0863|20161017|291|3.901568547524287|0.7967032967032968|0.0|0.428287692599663|AVERAGE CUSTOMERS|300|0.0
1048608|6230216|1677.6|43|315.6677|20161229|364|7.4251194795877105|0.9972527472527473|0.7227508229445245|0.7382170849492327|MOST VALUED CUSTOMERS|100|3.7612001156935624
1048608|7024684|2202.8|42|481.26|20161224|359|7.697484557388327|0.9835164835164836|0.718229211266233|0.7621741511837072|MOST VALUED CUSTOMERS|100|3.7376696182833684
1048608|7849946|52.4|1|20.1568|20160908|252|3.9589065913269965|0.6895604395604397|0.0|0.43333111198451635|AVERAGE CUSTOMERS|300|0.0
1048608|7347520|4.65|1|1.0008|20160629|181|1.536867219599265|0.4945054945054946|0.0|0.22029000510126345|AVERAGE CUSTOMERS|300|0.0
1048608|2913447|77.77|1|14.3842|20160803|216|4.353755752706852|0.5906593406593407|0.0|0.4680618035555139|AVERAGE CUSTOMERS|300|0.0
1048608|6042236|30.99|1|6.3117|20160723|205|3.433664571799657|0.5604395604395604|0.0|0.38713114408643945|AVERAGE CUSTOMERS|300|0.0
1048608|7418234|46.47|1|19.755|20161027|301|3.8388069430968867|0.8241758241758242|0.0|0.4227672201279689|AVERAGE CUSTOMERS|300|0.0
1048608|3632552|930.62|21|157.3208|20161128|333|6.8358510306904625|0.9120879120879122|0.5850343054485193|0.6863853913484403|MOST VALUED CUSTOMERS|100|3.044522437723423
1048608|7859770|168.6|8|33.3567|20160928|272|5.127529045567755|0.7445054945054945|0.39958471745314067|0.5361224307740532|GOOD CUSTOMERS|200|2.0794415416798357
